,customer_id,suburb_state
4068,CUST00004068,SOUTH MELBOURNE_VIC
4069,CUST00004069,WATERLOO_NSW
4070,CUST00004070,MASCOT_NSW
4071,CUST00004071,SUNBURY_VIC
4074,CUST00004074,GLEN WAVERLEY_VIC
4075,CUST00004075,MALVERN EAST_VIC
4076,CUST00004076,FORTITUDE VALLEY_QLD
4077,CUST00004077,SHEPPARTON_VIC
4080,CUST00004080,CASTLE HILL_NSW
4081,CUST00004081,VICTORIA PARK_WA
4083,CUST00004083,KEW_VIC
4084,CUST00004084,BANKSTOWN_NSW
4085,CUST00004085,UPPER COOMERA_QLD
4086,CUST00004086,PIMPAMA_QLD
4087,CUST00004087,ST KILDA EAST_VIC
4088,CUST00004088,YARRAVILLE_VIC
4089,CUST00004089,FITZROY NORTH_VIC
4090,CUST00004090,PAKENHAM_VIC
4091,CUST00004091,TRUGANINA_VIC
4092,CUST00004092,CLAYTON_VIC
4094,CUST00004094,ROCKINGHAM_WA
4095,CUST00004095,DONCASTER_VIC
4096,CUST00004096,MORAYFIELD_QLD
4098,CUST00004098,BANKSTOWN_NSW
4099,CUST00004099,ADELAIDE_SA
4100,CUST00004100,RESERVOIR_VIC
4102,CUST00004102,SOUTH MELBOURNE_VIC
4103,CUST00004103,POINT COOK_VIC
4104,CUST00004104,BRUNSWICK EAST_VIC
4105,CUST00004105,TARNEIT_VIC
4106,CUST00004106,WYNDHAM VALE_VIC
4107,CUST00004107,RESERVOIR_VIC
4108,CUST00004108,CARLTON_VIC
4109,CUST00004109,KALLANGUR_QLD
4111,CUST00004111,CASTLE HILL_NSW
4112,CUST00004112,DONCASTER_VIC
4113,CUST00004113,CRANBOURNE_VIC
4114,CUST00004114,ST KILDA EAST_VIC
4115,CUST00004115,PALM BEACH_QLD
4116,CUST00004116,CARLTON_VIC
4118,CUST00004118,MASCOT_NSW
4119,CUST00004119,MORWELL_VIC
4120,CUST00004120,BERWICK_VIC
4121,CUST00004121,CABOOLTURE_QLD
4122,CUST00004122,DEE WHY_NSW
4123,CUST00004123,ABBOTSFORD_VIC
4124,CUST00004124,ST ALBANS_VIC
4125,CUST00004125,COLLINGWOOD_VIC
4126,CUST00004126,FITZROY_VIC
4127,CUST00004127,ABBOTSFORD_VIC
4128,CUST00004128,GLEN IRIS_VIC
4129,CUST00004129,WERRIBEE_VIC
4130,CUST00004130,ELWOOD_VIC
4131,CUST00004131,RANDWICK_NSW
4134,CUST00004134,WATERLOO_NSW
4135,CUST00004135,SURFERS PARADISE_QLD
4136,CUST00004136,GRIFFIN_QLD
4137,CUST00004137,CROYDON_VIC
4139,CUST00004139,ELWOOD_VIC
4140,CUST00004140,SOUTHBANK_VIC
4142,CUST00004142,DUBBO_NSW
4143,CUST00004143,NERANG_QLD
4145,CUST00004145,EAST PERTH_WA
4146,CUST00004146,DANDENONG_VIC
4147,CUST00004147,EAST PERTH_WA
4148,CUST00004148,ST KILDA_VIC
4150,CUST00004150,ADELAIDE_SA
4152,CUST00004152,WINDSOR_VIC
4153,CUST00004153,MACQUARIE PARK_NSW
4154,CUST00004154,GRIFFIN_QLD
4155,CUST00004155,WERRIBEE_VIC
4156,CUST00004156,DONCASTER_VIC
4157,CUST00004157,DARLINGHURST_NSW
4158,CUST00004158,WYNDHAM VALE_VIC
4159,CUST00004159,MURRAY BRIDGE_SA
4160,CUST00004160,FRANKSTON_VIC
4164,CUST00004164,PASCOE VALE_VIC
4165,CUST00004165,SOUTHPORT_QLD
4166,CUST00004166,ELWOOD_VIC
4167,CUST00004167,NUNDAH_QLD
4168,CUST00004168,FITZROY NORTH_VIC
4169,CUST00004169,SOUTHBANK_VIC
4170,CUST00004170,BLACKTOWN_NSW
4172,CUST00004172,MELBOURNE_VIC
4173,CUST00004173,MERNDA_VIC
4175,CUST00004175,KEW_VIC
4176,CUST00004176,HORNSBY_NSW
4177,CUST00004177,PARRAMATTA_NSW
4178,CUST00004178,CARLTON_VIC
4179,CUST00004179,MANLY_NSW
4180,CUST00004180,MARRICKVILLE_NSW
4181,CUST00004181,ROCKINGHAM_WA
4182,CUST00004182,DANDENONG_VIC
4183,CUST00004183,HAWTHORN_VIC
4184,CUST00004184,WERRIBEE_VIC
4185,CUST00004185,SOUTHPORT_QLD
4186,CUST00004186,CARNEGIE_VIC
4187,CUST00004187,PRESTON_VIC
4188,CUST00004188,SCARBOROUGH_WA
4189,CUST00004189,SOUTHPORT_QLD
4190,CUST00004190,WESTMEAD_NSW
4191,CUST00004191,MOSMAN_NSW
4193,CUST00004193,BUDERIM_QLD
4194,CUST00004194,MASCOT_NSW
4197,CUST00004197,GLENROY_VIC
4198,CUST00004198,BRUNSWICK_VIC
4200,CUST00004200,BUDERIM_QLD
4201,CUST00004201,MERNDA_VIC
4202,CUST00004202,BANKSTOWN_NSW
4203,CUST00004203,COLLINGWOOD_VIC
4204,CUST00004204,SUNBURY_VIC
4205,CUST00004205,SURRY HILLS_NSW
4206,CUST00004206,MERNDA_VIC
4207,CUST00004207,RICHMOND_VIC
4208,CUST00004208,TRUGANINA_VIC
4209,CUST00004209,AUBURN_NSW
4210,CUST00004210,WEST MELBOURNE_VIC
4211,CUST00004211,PASCOE VALE_VIC
4215,CUST00004215,FRANKSTON_VIC
4216,CUST00004216,BRUNSWICK EAST_VIC
4217,CUST00004217,CHERMSIDE_QLD
4218,CUST00004218,SOUTHBANK_VIC
4219,CUST00004219,PAKENHAM_VIC
4220,CUST00004220,ST KILDA_VIC
4221,CUST00004221,RICHMOND_VIC
4222,CUST00004222,SOUTH MELBOURNE_VIC
4223,CUST00004223,ST KILDA_VIC
4224,CUST00004224,AUBURN_NSW
4225,CUST00004225,DECEPTION BAY_QLD
4226,CUST00004226,TRUGANINA_VIC
4227,CUST00004227,HAWTHORN EAST_VIC
4228,CUST00004228,BERWICK_VIC
4230,CUST00004230,SYDNEY_NSW
4231,CUST00004231,MILL PARK_VIC
4233,CUST00004233,MACQUARIE PARK_NSW
4234,CUST00004234,SUNBURY_VIC
4237,CUST00004237,MAROUBRA_NSW
4239,CUST00004239,MELBOURNE_VIC
4240,CUST00004240,HAWTHORN_VIC
4241,CUST00004241,MAROUBRA_NSW
4242,CUST00004242,ABBOTSFORD_VIC
4243,CUST00004243,HOPPERS CROSSING_VIC
4244,CUST00004244,AUBURN_NSW
4246,CUST00004246,ARMIDALE_NSW
4247,CUST00004247,CARNEGIE_VIC
4248,CUST00004248,NARRE WARREN_VIC
4249,CUST00004249,DUBBO_NSW
4251,CUST00004251,BUDERIM_QLD
4252,CUST00004252,TARNEIT_VIC
4253,CUST00004253,DUBBO_NSW
4254,CUST00004254,RICHMOND_VIC
4255,CUST00004255,MORWELL_VIC
4256,CUST00004256,CABOOLTURE_QLD
4257,CUST00004257,CRONULLA_NSW
4258,CUST00004258,REDBANK PLAINS_QLD
4260,CUST00004260,POINT COOK_VIC
4261,CUST00004261,SYDNEY_NSW
4262,CUST00004262,SCARBOROUGH_WA
4263,CUST00004263,TARNEIT_VIC
4264,CUST00004264,NOBLE PARK_VIC
4265,CUST00004265,GOSNELLS_WA
4266,CUST00004266,MOSMAN_NSW
4267,CUST00004267,MAYLANDS_WA
4268,CUST00004268,NORTH LAKES_QLD
4269,CUST00004269,SYDNEY_NSW
4271,CUST00004271,CRANBOURNE WEST_VIC
4272,CUST00004272,SOUTH YARRA_VIC
4274,CUST00004274,EAST PERTH_WA
4277,CUST00004277,DOCKLANDS_VIC
4278,CUST00004278,BRUNSWICK EAST_VIC
4280,CUST00004280,FRANKSTON_VIC
4282,CUST00004282,CASTLE HILL_NSW
4283,CUST00004283,NORTHCOTE_VIC
4284,CUST00004284,MANLY_NSW
4285,CUST00004285,HAWTHORN_VIC
4286,CUST00004286,COBURG_VIC
4287,CUST00004287,CANNING VALE_WA
4288,CUST00004288,RIVERVALE_WA
4289,CUST00004289,MACQUARIE PARK_NSW
4290,CUST00004290,WOLLI CREEK_NSW
4291,CUST00004291,WOLLONGONG_NSW
4292,CUST00004292,SOUTH MORANG_VIC
4293,CUST00004293,CRAIGIEBURN_VIC
4294,CUST00004294,THORNBURY_VIC
4295,CUST00004295,COBURG_VIC
4296,CUST00004296,BAULKHAM HILLS_NSW
4297,CUST00004297,SOUTHPORT_QLD
4298,CUST00004298,DONCASTER_VIC
4299,CUST00004299,ORANGE_NSW
4300,CUST00004300,DARLINGHURST_NSW
4301,CUST00004301,MELBOURNE_VIC
4304,CUST00004304,TARNEIT_VIC
4305,CUST00004305,COFFS HARBOUR_NSW
4306,CUST00004306,REDBANK PLAINS_QLD
4309,CUST00004309,SCARBOROUGH_WA
4310,CUST00004310,RIVERVALE_WA
4311,CUST00004311,SHEPPARTON_VIC
4312,CUST00004312,CARLTON_VIC
4313,CUST00004313,ROBINA_QLD
4314,CUST00004314,PORT MELBOURNE_VIC
4315,CUST00004315,REDFERN_NSW
4316,CUST00004316,CASTLE HILL_NSW
4317,CUST00004317,THORNBURY_VIC
4318,CUST00004318,STRATHFIELD_NSW
4319,CUST00004319,MELBOURNE_VIC
4320,CUST00004320,PORT MACQUARIE_NSW
4322,CUST00004322,LIVERPOOL_NSW
4325,CUST00004325,HOPPERS CROSSING_VIC
4327,CUST00004327,NERANG_QLD
4328,CUST00004328,KEW_VIC
4329,CUST00004329,LAVINGTON_NSW
4330,CUST00004330,LAVINGTON_NSW
4332,CUST00004332,HORNSBY_NSW
4333,CUST00004333,CRAIGIEBURN_VIC
4334,CUST00004334,SOUTH YARRA_VIC
4335,CUST00004335,PARRAMATTA_NSW
4336,CUST00004336,HORNSBY_NSW
4337,CUST00004337,COFFS HARBOUR_NSW
4339,CUST00004339,CHELTENHAM_VIC
4340,CUST00004340,MAROUBRA_NSW
4341,CUST00004341,MOSMAN_NSW
4342,CUST00004342,FRANKSTON_VIC
4343,CUST00004343,SYDNEY_NSW
4344,CUST00004344,MELBOURNE_VIC
4345,CUST00004345,BERWICK_VIC
4346,CUST00004346,ELWOOD_VIC
4347,CUST00004347,BRUNSWICK_VIC
4348,CUST00004348,NORTHCOTE_VIC
4349,CUST00004349,BRUNSWICK_VIC
4350,CUST00004350,SHEPPARTON_VIC
4351,CUST00004351,DOCKLANDS_VIC
4353,CUST00004353,BONDI BEACH_NSW
4354,CUST00004354,PAKENHAM_VIC
4355,CUST00004355,CABOOLTURE_QLD
4356,CUST00004356,WENTWORTH POINT_NSW
4357,CUST00004357,MELBOURNE_VIC
4359,CUST00004359,ASHFIELD_NSW
4360,CUST00004360,ASHFIELD_NSW
4362,CUST00004362,HAWTHORN_VIC
4363,CUST00004363,YARRAVILLE_VIC
4364,CUST00004364,PAKENHAM_VIC
4366,CUST00004366,BURPENGARY_QLD
4368,CUST00004368,NORTH LAKES_QLD
4369,CUST00004369,WOLLONGONG_NSW
4370,CUST00004370,HOMEBUSH_NSW
4371,CUST00004371,ASHFIELD_NSW
4372,CUST00004372,HAWTHORN EAST_VIC
4373,CUST00004373,ERSKINEVILLE_NSW
4374,CUST00004374,SOUTHPORT_QLD
4375,CUST00004375,SUTHERLAND_NSW
4376,CUST00004376,EPPING_VIC
4377,CUST00004377,PASCOE VALE_VIC
4378,CUST00004378,SURFERS PARADISE_QLD
4380,CUST00004380,NORTH MELBOURNE_VIC
4381,CUST00004381,CRANBOURNE_VIC
4382,CUST00004382,ORANGE_NSW
4383,CUST00004383,WYNDHAM VALE_VIC
4384,CUST00004384,BONDI_NSW
4385,CUST00004385,EAST PERTH_WA
4387,CUST00004387,MELBOURNE_VIC
4389,CUST00004389,BURPENGARY_QLD
4390,CUST00004390,CHELTENHAM_VIC
4391,CUST00004391,TARNEIT_VIC
4393,CUST00004393,REDFERN_NSW
4394,CUST00004394,NORTH MELBOURNE_VIC
4395,CUST00004395,TARNEIT_VIC
4396,CUST00004396,BAULKHAM HILLS_NSW
4397,CUST00004397,COOMERA_QLD
4399,CUST00004399,SOUTH YARRA_VIC
4400,CUST00004400,NOBLE PARK_VIC
4401,CUST00004401,KEW_VIC
4402,CUST00004402,BRUNSWICK_VIC
4403,CUST00004403,WARRNAMBOOL_VIC
4404,CUST00004404,WYNDHAM VALE_VIC
4405,CUST00004405,CARRUM DOWNS_VIC
4406,CUST00004406,FRANKSTON_VIC
4407,CUST00004407,CRAIGIEBURN_VIC
4408,CUST00004408,KALLANGUR_QLD
4409,CUST00004409,THORNBURY_VIC
4411,CUST00004411,AUBURN_NSW
4412,CUST00004412,COLLINGWOOD_VIC
4413,CUST00004413,MELBOURNE_VIC
4414,CUST00004414,MARRICKVILLE_NSW
4416,CUST00004416,COOGEE_NSW
4419,CUST00004419,SUNBURY_VIC
4420,CUST00004420,ERSKINEVILLE_NSW
4421,CUST00004421,CRAIGIEBURN_VIC
4423,CUST00004423,ELWOOD_VIC
4424,CUST00004424,CARLTON_VIC
4425,CUST00004425,NOBLE PARK_VIC
4426,CUST00004426,BONDI_NSW
4428,CUST00004428,GUILDFORD_NSW
4429,CUST00004429,BRUNSWICK_VIC
4430,CUST00004430,CAMPBELLTOWN_NSW
4431,CUST00004431,EPPING_NSW
4432,CUST00004432,ST KILDA_VIC
4434,CUST00004434,TRUGANINA_VIC
4435,CUST00004435,MELBOURNE_VIC
4436,CUST00004436,COBURG_VIC
4437,CUST00004437,PORT MELBOURNE_VIC
4438,CUST00004438,EAST PERTH_WA
4439,CUST00004439,PRAHRAN_VIC
4440,CUST00004440,EPPING_VIC
4443,CUST00004443,UPPER COOMERA_QLD
4444,CUST00004444,SOUTH YARRA_VIC
4445,CUST00004445,FOOTSCRAY_VIC
4447,CUST00004447,COLLINGWOOD_VIC
4448,CUST00004448,CHATSWOOD_NSW
4449,CUST00004449,SEAFORD_VIC
4450,CUST00004450,MARIBYRNONG_VIC
4453,CUST00004453,RESERVOIR_VIC
4454,CUST00004454,POINT COOK_VIC
4456,CUST00004456,ST KILDA EAST_VIC
4457,CUST00004457,COOGEE_NSW
4459,CUST00004459,CRANBOURNE_VIC
4460,CUST00004460,WOLLONGONG_NSW
4461,CUST00004461,UPPER COOMERA_QLD
4462,CUST00004462,SOUTH YARRA_VIC
4463,CUST00004463,DONCASTER_VIC
4464,CUST00004464,VICTORIA PARK_WA
4465,CUST00004465,FORTITUDE VALLEY_QLD
4466,CUST00004466,SCARBOROUGH_WA
4467,CUST00004467,POTTS POINT_NSW
4468,CUST00004468,RINGWOOD_VIC
4469,CUST00004469,PAKENHAM_VIC
4471,CUST00004471,HAWTHORN_VIC
4473,CUST00004473,SOUTHBANK_VIC
4474,CUST00004474,FITZROY NORTH_VIC
4475,CUST00004475,SURFERS PARADISE_QLD
4476,CUST00004476,SOUTHPORT_QLD
4478,CUST00004478,BANKSTOWN_NSW
4479,CUST00004479,HORNSBY_NSW
4480,CUST00004480,ORANGE_NSW
4481,CUST00004481,BURPENGARY_QLD
4482,CUST00004482,PRESTON_VIC
4483,CUST00004483,CARNEGIE_VIC
4484,CUST00004484,MILDURA_VIC
4487,CUST00004487,PAKENHAM_VIC
4488,CUST00004488,NORTH MELBOURNE_VIC
4489,CUST00004489,FRANKSTON_VIC
4490,CUST00004490,LIVERPOOL_NSW
4491,CUST00004491,SOUTH YARRA_VIC
4492,CUST00004492,PRESTON_VIC
4494,CUST00004494,HOPPERS CROSSING_VIC
4495,CUST00004495,NUNDAH_QLD
4496,CUST00004496,COORPAROO_QLD
4498,CUST00004498,PAKENHAM_VIC
4500,CUST00004500,NARRE WARREN_VIC
4501,CUST00004501,CHERMSIDE_QLD
4502,CUST00004502,MORWELL_VIC
4503,CUST00004503,GLEN IRIS_VIC
4504,CUST00004504,REDBANK PLAINS_QLD
4505,CUST00004505,MALVERN EAST_VIC
4506,CUST00004506,NOBLE PARK_VIC
4507,CUST00004507,RESERVOIR_VIC
4508,CUST00004508,PRAHRAN_VIC
4510,CUST00004510,DOREEN_VIC
4511,CUST00004511,PARRAMATTA_NSW
4512,CUST00004512,PIMPAMA_QLD
4513,CUST00004513,MAROOCHYDORE_QLD
4514,CUST00004514,MAROOCHYDORE_QLD
4515,CUST00004515,GUILDFORD_NSW
4516,CUST00004516,NERANG_QLD
4518,CUST00004518,POINT COOK_VIC
4519,CUST00004519,GLENORCHY_TAS
4520,CUST00004520,NOBLE PARK_VIC
4521,CUST00004521,RICHMOND_VIC
4522,CUST00004522,MORLEY_WA
4523,CUST00004523,ROBINA_QLD
4524,CUST00004524,TRUGANINA_VIC
4525,CUST00004525,KEW_VIC
4527,CUST00004527,ELWOOD_VIC
4528,CUST00004528,WERRIBEE_VIC
4530,CUST00004530,ARMIDALE_NSW
4531,CUST00004531,DIANELLA_WA
4533,CUST00004533,BRUNSWICK EAST_VIC
4534,CUST00004534,MANLY_NSW
4535,CUST00004535,NARRE WARREN_VIC
4536,CUST00004536,CASTLE HILL_NSW
4537,CUST00004537,MELBOURNE_VIC
4538,CUST00004538,ROBINA_QLD
4539,CUST00004539,PORT MELBOURNE_VIC
4540,CUST00004540,WYNDHAM VALE_VIC
4541,CUST00004541,MERNDA_VIC
4542,CUST00004542,ADELAIDE_SA
4544,CUST00004544,ABBOTSFORD_VIC
4546,CUST00004546,DUBBO_NSW
4548,CUST00004548,BUNDOORA_VIC
4549,CUST00004549,DEE WHY_NSW
4550,CUST00004550,WOLLI CREEK_NSW
4551,CUST00004551,LANGWARRIN_VIC
4552,CUST00004552,RESERVOIR_VIC
4553,CUST00004553,MARRICKVILLE_NSW
4554,CUST00004554,ADELAIDE_SA
4555,CUST00004555,REDBANK PLAINS_QLD
4556,CUST00004556,MELBOURNE_VIC
4558,CUST00004558,MELBOURNE_VIC
4559,CUST00004559,WEST MELBOURNE_VIC
4560,CUST00004560,NOBLE PARK_VIC
4561,CUST00004561,CARRUM DOWNS_VIC
4562,CUST00004562,CARNEGIE_VIC
4563,CUST00004563,CANNING VALE_WA
4564,CUST00004564,ADELAIDE_SA
4566,CUST00004566,NOBLE PARK_VIC
4567,CUST00004567,ORANGE_NSW
4568,CUST00004568,WATERLOO_NSW
4569,CUST00004569,SOUTH YARRA_VIC
4571,CUST00004571,NOBLE PARK_VIC
4572,CUST00004572,SEAFORD_VIC
4573,CUST00004573,MELBOURNE_VIC
4574,CUST00004574,MERNDA_VIC
4575,CUST00004575,SOUTH MORANG_VIC
4576,CUST00004576,MERNDA_VIC
4577,CUST00004577,WARRNAMBOOL_VIC
4578,CUST00004578,CRANBOURNE WEST_VIC
4580,CUST00004580,SUTHERLAND_NSW
4581,CUST00004581,CHERMSIDE_QLD
4582,CUST00004582,ST KILDA_VIC
4583,CUST00004583,MALVERN EAST_VIC
4585,CUST00004585,RINGWOOD_VIC
4586,CUST00004586,HOMEBUSH_NSW
4588,CUST00004588,GOSNELLS_WA
4591,CUST00004591,ARMIDALE_NSW
4592,CUST00004592,NERANG_QLD
4593,CUST00004593,ELWOOD_VIC
4596,CUST00004596,MILDURA_VIC
4597,CUST00004597,DOCKLANDS_VIC
4600,CUST00004600,ARMIDALE_NSW
4601,CUST00004601,SURFERS PARADISE_QLD
4603,CUST00004603,CRONULLA_NSW
4604,CUST00004604,PAKENHAM_VIC
4605,CUST00004605,ST KILDA_VIC
4607,CUST00004607,COBURG_VIC
4610,CUST00004610,ABBOTSFORD_VIC
4611,CUST00004611,PARRAMATTA_NSW
4612,CUST00004612,MORWELL_VIC
4613,CUST00004613,SHEPPARTON_VIC
4614,CUST00004614,FITZROY_VIC
4617,CUST00004617,SOUTHPORT_QLD
4619,CUST00004619,MORAYFIELD_QLD
4623,CUST00004623,THORNBURY_VIC
4624,CUST00004624,WERRIBEE_VIC
4625,CUST00004625,HOMEBUSH_NSW
4626,CUST00004626,GLENORCHY_TAS
4627,CUST00004627,MAROOCHYDORE_QLD
4628,CUST00004628,AUBURN_NSW
4630,CUST00004630,VICTORIA PARK_WA
4631,CUST00004631,SHEPPARTON_VIC
4632,CUST00004632,WOLLONGONG_NSW
4633,CUST00004633,RIVERVALE_WA
4634,CUST00004634,CARLTON_VIC
4635,CUST00004635,CARLTON_VIC
4636,CUST00004636,FRANKSTON_VIC
4637,CUST00004637,HORNSBY_NSW
4639,CUST00004639,REDBANK PLAINS_QLD
4640,CUST00004640,GLEBE_NSW
4641,CUST00004641,GLENROY_VIC
4642,CUST00004642,COBURG_VIC
4643,CUST00004643,CABOOLTURE_QLD
4644,CUST00004644,SURFERS PARADISE_QLD
4646,CUST00004646,HURSTVILLE_NSW
4647,CUST00004647,DEE WHY_NSW
4648,CUST00004648,ERSKINEVILLE_NSW
4649,CUST00004649,ROCKINGHAM_WA
4650,CUST00004650,PERTH_WA
4651,CUST00004651,BRUNSWICK EAST_VIC
4652,CUST00004652,BUDERIM_QLD
4654,CUST00004654,FERNTREE GULLY_VIC
4655,CUST00004655,CRANBOURNE_VIC
4656,CUST00004656,DOCKLANDS_VIC
4657,CUST00004657,OCEAN GROVE_VIC
4658,CUST00004658,CANNING VALE_WA
4659,CUST00004659,NOBLE PARK_VIC
4660,CUST00004660,GLEN IRIS_VIC
4663,CUST00004663,WOLLONGONG_NSW
4664,CUST00004664,SYDNEY_NSW
4665,CUST00004665,LABRADOR_QLD
4668,CUST00004668,LABRADOR_QLD
4671,CUST00004671,POTTS POINT_NSW
4672,CUST00004672,WARRNAMBOOL_VIC
4673,CUST00004673,NEWTOWN_NSW
4674,CUST00004674,UPPER COOMERA_QLD
4675,CUST00004675,SOUTH MORANG_VIC
4677,CUST00004677,WEST MELBOURNE_VIC
4678,CUST00004678,CARLTON_VIC
4680,CUST00004680,SOUTH YARRA_VIC
4681,CUST00004681,MORAYFIELD_QLD
4682,CUST00004682,SOUTHBANK_VIC
4683,CUST00004683,WERRIBEE_VIC
4684,CUST00004684,TRUGANINA_VIC
4685,CUST00004685,WENTWORTH POINT_NSW
4688,CUST00004688,AUBURN_NSW
4689,CUST00004689,BONDI_NSW
4690,CUST00004690,SUTHERLAND_NSW
4691,CUST00004691,NORTHCOTE_VIC
4693,CUST00004693,WERRIBEE_VIC
4694,CUST00004694,MERNDA_VIC
4695,CUST00004695,FITZROY_VIC
4696,CUST00004696,PIMPAMA_QLD
4697,CUST00004697,SOUTH YARRA_VIC
4698,CUST00004698,GLEN WAVERLEY_VIC
4699,CUST00004699,MORAYFIELD_QLD
4700,CUST00004700,WOLLI CREEK_NSW
4701,CUST00004701,DONCASTER_VIC
4703,CUST00004703,DOCKLANDS_VIC
4704,CUST00004704,COOMERA_QLD
4705,CUST00004705,DONCASTER_VIC
4706,CUST00004706,ST ALBANS_VIC
4707,CUST00004707,BALDIVIS_WA
4709,CUST00004709,BRUNSWICK EAST_VIC
4710,CUST00004710,ROBINA_QLD
4711,CUST00004711,PERTH_WA
4712,CUST00004712,MARRICKVILLE_NSW
4713,CUST00004713,DEE WHY_NSW
4714,CUST00004714,BURPENGARY_QLD
4716,CUST00004716,DUBBO_NSW
4717,CUST00004717,FRANKSTON_VIC
4718,CUST00004718,BERWICK_VIC
4719,CUST00004719,PARRAMATTA_NSW
4720,CUST00004720,GLENROY_VIC
4721,CUST00004721,WESTMEAD_NSW
4722,CUST00004722,MELBOURNE_VIC
4723,CUST00004723,HAWTHORN_VIC
4725,CUST00004725,MILDURA_VIC
4727,CUST00004727,CHERMSIDE_QLD
4728,CUST00004728,PORT MACQUARIE_NSW
4729,CUST00004729,SOUTHBANK_VIC
4730,CUST00004730,WERRIBEE_VIC
4731,CUST00004731,BANKSTOWN_NSW
4732,CUST00004732,COOMERA_QLD
4733,CUST00004733,BLACKTOWN_NSW
4734,CUST00004734,WEST MELBOURNE_VIC
4735,CUST00004735,CABOOLTURE_QLD
4736,CUST00004736,HAWTHORN_VIC
4737,CUST00004737,SCARBOROUGH_WA
4740,CUST00004740,MELBOURNE_VIC
4741,CUST00004741,ASHFIELD_NSW
4743,CUST00004743,BONDI_NSW
4744,CUST00004744,MELBOURNE_VIC
4745,CUST00004745,WERRIBEE_VIC
4746,CUST00004746,RANDWICK_NSW
4747,CUST00004747,COORPAROO_QLD
4749,CUST00004749,SHEPPARTON_VIC
4750,CUST00004750,COOGEE_NSW
4751,CUST00004751,CRONULLA_NSW
4752,CUST00004752,HOPPERS CROSSING_VIC
4754,CUST00004754,SOUTHBANK_VIC
4755,CUST00004755,CAMPSIE_NSW
4756,CUST00004756,WEST MELBOURNE_VIC
4758,CUST00004758,RINGWOOD_VIC
4759,CUST00004759,ST KILDA_VIC
4760,CUST00004760,ST KILDA_VIC
4761,CUST00004761,MANLY_NSW
4762,CUST00004762,MORPHETT VALE_SA
4763,CUST00004763,RANDWICK_NSW
4764,CUST00004764,NORTHCOTE_VIC
4765,CUST00004765,COORPAROO_QLD
4766,CUST00004766,ROCKINGHAM_WA
4767,CUST00004767,MILDURA_VIC
4768,CUST00004768,LIVERPOOL_NSW
4770,CUST00004770,DARLINGHURST_NSW
4771,CUST00004771,BRUNSWICK WEST_VIC
4772,CUST00004772,GLENORCHY_TAS
4773,CUST00004773,FRANKSTON_VIC
4774,CUST00004774,POINT COOK_VIC
4775,CUST00004775,GLEN WAVERLEY_VIC
4776,CUST00004776,ASHFIELD_NSW
4777,CUST00004777,SEAFORD_VIC
4778,CUST00004778,BRUNSWICK WEST_VIC
4779,CUST00004779,BRUNSWICK WEST_VIC
4780,CUST00004780,UPPER COOMERA_QLD
4781,CUST00004781,TRUGANINA_VIC
4782,CUST00004782,MELBOURNE_VIC
4783,CUST00004783,SYDNEY_NSW
4784,CUST00004784,BANKSTOWN_NSW
4785,CUST00004785,BRUNSWICK_VIC
4786,CUST00004786,CABOOLTURE_QLD
4787,CUST00004787,ST KILDA_VIC
4789,CUST00004789,TARNEIT_VIC
4790,CUST00004790,ST ALBANS_VIC
4791,CUST00004791,CARLTON_VIC
4792,CUST00004792,SUNBURY_VIC
4795,CUST00004795,DEE WHY_NSW
4797,CUST00004797,WESTMEAD_NSW
4798,CUST00004798,RANDWICK_NSW
4799,CUST00004799,DECEPTION BAY_QLD
4800,CUST00004800,BONDI BEACH_NSW
4801,CUST00004801,SURRY HILLS_NSW
4802,CUST00004802,BANKSTOWN_NSW
4803,CUST00004803,RANDWICK_NSW
4804,CUST00004804,TARNEIT_VIC
4805,CUST00004805,ERSKINEVILLE_NSW
4807,CUST00004807,DOREEN_VIC
4808,CUST00004808,SHEPPARTON_VIC
4809,CUST00004809,CAMPSIE_NSW
4810,CUST00004810,KALLANGUR_QLD
4811,CUST00004811,RYDE_NSW
4812,CUST00004812,GRIFFIN_QLD
4813,CUST00004813,SOUTH PERTH_WA
4814,CUST00004814,SUTHERLAND_NSW
4815,CUST00004815,RESERVOIR_VIC
4816,CUST00004816,CRANBOURNE WEST_VIC
4819,CUST00004819,HAWTHORN EAST_VIC
4820,CUST00004820,PRAHRAN_VIC
4821,CUST00004821,MELBOURNE_VIC
4822,CUST00004822,PORT MACQUARIE_NSW
4823,CUST00004823,BONDI_NSW
4824,CUST00004824,DEE WHY_NSW
4825,CUST00004825,FOOTSCRAY_VIC
4826,CUST00004826,SHEPPARTON_VIC
4827,CUST00004827,MORAYFIELD_QLD
4828,CUST00004828,DOCKLANDS_VIC
4830,CUST00004830,PARRAMATTA_NSW
4831,CUST00004831,COOGEE_NSW
4832,CUST00004832,SUNBURY_VIC
4834,CUST00004834,PRESTON_VIC
4835,CUST00004835,SURFERS PARADISE_QLD
4836,CUST00004836,MILL PARK_VIC
4837,CUST00004837,MILL PARK_VIC
4838,CUST00004838,KALLANGUR_QLD
4839,CUST00004839,TARNEIT_VIC
4841,CUST00004841,LIVERPOOL_NSW
4843,CUST00004843,BONDI BEACH_NSW
4844,CUST00004844,SOUTHPORT_QLD
4845,CUST00004845,MALVERN EAST_VIC
4846,CUST00004846,SOUTH YARRA_VIC
4847,CUST00004847,SOUTHPORT_QLD
4849,CUST00004849,WERRIBEE_VIC
